IdAvaliacao;StatusPedido;NotaAvaliacao;PrecoProduto;Categoria;QuantidadeFotos;Peso;Comprimento;Altura;Largura;CidadeVendedor;DiasEnvio;DiasPrevistoEntrega
3463ea11426e5dc8338ae33518f58c29;delivered;2;199.900;cama_mesa_banho;2;3200;45;15;35;ibitinga;7;21
346eebaba2a75e74578be00d7094e0c9;delivered;3;99.990;cama_mesa_banho;1;1750;30;20;25;ibitinga;10;18
34bfdda051bc96342e92eb9db35790d1;delivered;5;49.990;cama_mesa_banho;3;1050;16;10;16;ibitinga;6;21
34ce165a43fd2e78428df245b04f6840;delivered;5;115.000;cama_mesa_banho;1;3305;65;12;45;guarulhos;10;20
34dcb0a20a43127a2260235b2102c478;delivered;5;170.300;esporte_lazer;1;250;16;15;16;maringa;7;27
34e6a19948230242a0ab520e85c4c2bc;delivered;5;65.900;cama_mesa_banho;1;400;22;27;27;sao paulo;6;16
351039eac3bb9f7b7138b29532b44f31;delivered;4;169.990;construcao_ferramentas_iluminacao;1;1300;16;19;16;salto;10;45
351c961994d42d61c7d82d80bd5160e9;delivered;5;24.990;informatica_acessorios;1;150;18;6;14;sao paulo;4;5
351cce640b12204043a5ad4e672777be;delivered;5;34.900;utilidades_domesticas;3;1100;23;12;17;salto;8;26
355e3b3cd36a00e086a3b0d6554f38ab;delivered;5;89.900;utilidades_domesticas;1;600;55;18;37;sao bernardo do campo;6;22
3580739687d9be85a1789e4836e2350d;delivered;4;23.990;beleza_saude;1;100;20;15;15;santo andre;9;16
3584f5b298b3c9f36f248d740e5ab462;delivered;5;50.000;fashion_bolsas_e_acessorios;1;100;17;3;12;aracatuba;4;19
35bba681ee41046167b666347e090f87;delivered;5;67.900;moveis_cozinha_area_de_servico_jantar_e_jardim;3;3300;40;20;60;sao paulo;2;8
35bc1c9129652dcda756d471127abcce;delivered;5;89.900;perfumaria;2;83;16;11;13;morrinhos;6;29
35fabb1fcea11c86ba6dbe8280d8d0de;delivered;3;44.000;relogios_presentes;4;250;16;2;20;sao paulo;6;22
35ffca53626164a1eeb870b0c759a0f9;delivered;5;220.000;relogios_presentes;2;258;18;10;17;ribeirao preto;6;23
36039d4e9449e14a7caf1d3cdb90c0d8;delivered;5;13.000;esporte_lazer;1;200;28;5;14;sao roque;7;17
3620d6e5d561991af5ff9f6a8bdcc3c4;delivered;5;59.900;ferramentas_jardim;1;1150;28;55;12;sao roque;7;26
36520d0a70149080fb0cf62afd7e98a9;delivered;5;110.990;cama_mesa_banho;1;2600;42;11;36;ibitinga;6;24
368377f1b42a9a562c8eee59a7c6eb2a;delivered;5;149.900;informatica_acessorios;1;533;22;11;20;recife;7;27
368e44dc9284b3a824be181ba5385dfe;delivered;5;744.000;relogios_presentes;1;287;18;13;14;nova friburgo;5;32
36cad79f99d86f5b89d0be3ca2d0ef1b;delivered;5;23.900;informatica_acessorios;1;275;13;13;13;maringa;6;34
36e21cd6d8131bdd6fb5c86f0ce9c9c1;delivered;3;64.490;esporte_lazer;1;650;41;5;41;sao paulo;5;26
36e6365afe243a6f81851adae71156ed;delivered;4;53.990;livros_tecnicos;1;850;29;3;21;sao paulo;6;9
36ebbbd1e5d13c6830ffe2f4fd9e237b;delivered;5;139.000;brinquedos;1;800;31;10;26;sao paulo;7;13
370bceedefcb23817dd105e42344b2a2;delivered;5;29.500;cool_stuff;8;1867;36;6;36;sao paulo;9;20
371857bfe4e29fb910223c5d70b0a35c;delivered;5;149.900;cama_mesa_banho;1;1700;34;7;32;piracicaba;4;13
374f3b13304eb84e0180744ddb2a5126;delivered;3;44.000;relogios_presentes;4;250;16;2;20;sao paulo;10;34
376b493b33cae7b743fe5194c6cf0ec8;delivered;3;19.900;audio;2;167;16;4;11;sao paulo;7;28
376d5d16ee95dd22e7f44d013529f330;delivered;3;4.500;esporte_lazer;1;1400;16;2;11;claudio;4;24
379257bd64668acb78bd8ec29dba040a;delivered;5;99.990;eletroportateis;2;1200;20;15;25;sao paulo;19;32
37b52a1dd63bf9aa46c1785033adf78e;delivered;5;21.500;papelaria;5;100;20;8;15;florianopolis;6;30
380884f53f113319198a99516da2ada4;delivered;4;139.400;cool_stuff;6;5200;63;2;79;sao paulo;2;12
380b841eee47f391e0d3fef0a38620b7;delivered;5;229.900;relogios_presentes;3;200;16;13;13;sumare;4;31
3815af2bd11dc0be701156af0a9b03b0;delivered;5;13.980;telefonia;2;275;18;4;12;sao paulo;4;22
381e5a0339dc771f17afe88250d4dfda;delivered;4;89.900;cama_mesa_banho;1;1383;50;10;40;ibitinga;7;22
38424af8aab464215f48050cc2169e29;delivered;5;49.000;ferramentas_jardim;2;1550;30;22;30;sao jose do rio preto;6;20
384b8bc227f5713c17445208c24ad817;delivered;3;299.990;beleza_saude;2;1075;26;14;17;sao paulo;5;24
385e3113322e5e2d91c05f3de9761eca;delivered;5;25.000;papelaria;1;100;16;5;16;sao paulo;6;13
3868e80bfc52cd111c8087b2b24536f1;delivered;5;39.900;fashion_bolsas_e_acessorios;5;150;16;14;11;sao paulo;6;21
38a985068dbfaad5fe55f9eb6b5e8651;delivered;5;150.000;automotivo;1;2646;19;24;12;santo andre;4;18
38af3151c827312103c69412538600ad;delivered;2;49.000;telefonia;1;250;18;3;28;santos;4;18
38bc004f66fa543c42c915cd68a12779;delivered;5;42.000;esporte_lazer;1;14600;34;12;12;claudio;20;49
38c98ef587322a45982db574240ce197;delivered;4;16.100;musica;1;200;20;2;15;ribeirao pires;9;48
38d39db3305bd9649479e2b0ad9dae83;delivered;5;59.900;ferramentas_jardim;2;1650;30;22;30;sao jose do rio preto;4;23
390d3ec71ebfc30fac16c7a8fe933657;delivered;5;59.950;casa_construcao;4;600;22;18;22;salto;11;14
3932437bf920fac87bd3859a95fbf08a;delivered;5;27.800;utilidades_domesticas;2;500;30;20;30;sao paulo;4;13
39428d600d091eef77d4d97572facdc7;delivered;5;169.990;moveis_escritorio;1;12275;40;54;38;itaquaquecetuba;14;36
3948b09f7c818e2d86c9a546758b2335;delivered;5;89.990;informatica_acessorios;4;850;25;11;15;araraquara;6;20
397763b616cee7a233c0478fec449afe;delivered;4;11.970;automotivo;2;800;17;21;11;sao bernardo do campo;8;14
398c1ffd803a81110de678f4dc5b4ce9;delivered;5;120.000;relogios_presentes;3;850;35;17;17;rio de janeiro;4;15
398cf773080cc708bf3d03bc35513e92;delivered;5;79.990;moveis_decoracao;3;300;16;5;20;limeira;4;29
39af5f61f760923cf08354a15a81de0c;delivered;5;129.900;cama_mesa_banho;1;1700;34;7;32;piracicaba;12;25
39b0ba94914f8b48344ebd7b3f1110df;delivered;5;99.000;beleza_saude;2;1150;27;22;39;campo mourao;6;24
39bcff48fd7f3aa674ff3cfbd7aeee4b;delivered;5;13.900;moveis_decoracao;1;300;16;30;20;franca;6;19
39e65610b4e290855d31504912bb4d32;delivered;4;139.990;moveis_escritorio;1;9725;53;52;17;itaquaquecetuba;17;39
39fb85d984b80c101181028ff238cf98;delivered;4;33.600;utilidades_domesticas;1;1600;25;11;21;araguari;6;26
3a336941a21a96535c9b70e3d28be499;delivered;5;79.000;cool_stuff;2;400;25;15;24;jacarei;7;27
3a3ae0e3f4a7d6b4d1cbdf1b1732e424;delivered;4;249.890;moveis_escritorio;1;16167;64;62;25;itaquaquecetuba;17;38
3a3ea86822a881a0e7c2245b37472eb9;delivered;5;59.900;beleza_saude;1;438;21;19;19;petropolis;4;29
3a4b4f159d583123af8a0f5b1f46a436;delivered;3;192.990;moveis_escritorio;2;17050;63;62;24;itaquaquecetuba;14;39
3a6f77dc00fd23f1f776945c3a7f18ab;delivered;5;55.000;relogios_presentes;4;250;16;2;11;sao paulo;5;11
3aa67af6b9d59576d2a5f704a181c4d5;delivered;3;77.000;cama_mesa_banho;1;1100;16;10;16;ibitinga;6;28
3af0c84579dd7573c098da99a26dd1d7;delivered;2;126.990;moveis_escritorio;1;8683;54;64;31;itaquaquecetuba;11;40
3af8148a09b008f63ecbcbe702fc04f1;delivered;4;99.990;cool_stuff;1;4475;44;24;31;sao paulo;6;25
3b149442a265bb6c967d3959619c2871;delivered;5;34.900;consoles_games;3;350;20;20;20;porto alegre;4;31
3b76d433d40080b40f11ef2af755fba3;delivered;5;809.000;esporte_lazer;1;5800;93;13;24;sao paulo;7;22
3b82c018db93e575fd4dfce66850b14b;delivered;5;52.900;utilidades_domesticas;5;350;22;8;19;salto;7;22
3ba4306480ae86226634b10b023a1250;delivered;1;37.900;beleza_saude;1;240;19;12;14;navegantes;7;24
3ba4eba333c8ec107dfa4304d5c5ad00;delivered;4;45.600;utilidades_domesticas;3;625;53;21;16;garulhos;13;29
3beac5d450c96b321a8e8b71394ececb;delivered;5;49.990;telefonia;7;350;17;4;13;sao paulo;6;18
3becbcf552ae5d0522f407750cdeae0b;delivered;1;56.990;cama_mesa_banho;1;850;25;18;40;ibitinga;6;16
3bfecaf777e39a1499ba93891c3d1555;delivered;5;79.900;casa_conforto;1;1825;53;10;40;ibitinga;3;33
3c0fd139e8b2f40355d7b9253e12c721;delivered;5;9.900;utilidades_domesticas;2;200;20;15;15;sao paulo;6;22
3c1f3864f8117969aa8a39cb2c80e19b;delivered;5;59.990;cool_stuff;1;1200;40;40;30;sao paulo;6;19
3c2542496e33bf5b7caed7a1c1ddf77a;delivered;5;98.990;moveis_decoracao;6;1175;34;20;22;ao bernardo do campo;4;26
3c260965ce42c18e6908b38c28e2cdd7;delivered;5;50.000;eletroportateis;1;350;16;16;28;araguari;6;27
3c4d133fba02193781e7b3eea70bde56;delivered;4;36.500;cama_mesa_banho;1;570;30;4;26;tres coracoes;4;22
3c6aa11df9548372faddc91af5c5d575;delivered;5;138.000;esporte_lazer;1;1500;22;27;22;guara;5;20
3c816cad8d7d6cab27026b50b3ab3204;delivered;5;209.000;perfumaria;1;555;24;8;15;campinas;6;26
3c8e23c20c544941129ced237b9c2061;delivered;1;699.000;papelaria;3;400;24;7;14;sao paulo;7;20
3c95105686e2ae71e8fd94b6483eba79;delivered;2;194.990;esporte_lazer;1;2050;28;22;20;sao paulo;6;20
3cb733daf0cbc6a4c3bb5f733cddca7f;delivered;5;37.500;construcao_ferramentas_construcao;1;1000;60;15;30;sao paulo;4;8
3cbb1911da97ace5c283536f6a038d3f;delivered;5;25.000;esporte_lazer;1;100;17;7;14;ribeirao preto;6;23
3cbeaec0ae0fc6e10a63abb65ecf6ec2;delivered;5;119.900;beleza_saude;1;1900;27;9;18;ribeirao preto;6;35
3d2d44a47981f972c1c79e14a5e6d3d5;delivered;5;383.900;cool_stuff;3;1450;20;30;20;sao paulo;12;34
3d42c2b7bdd9a652de0816d18ae918a9;delivered;5;58.990;beleza_saude;2;200;22;10;18;santo andre;7;24
3d49a4e28f95d8ccb5c3df776b6c95af;delivered;4;49.900;moveis_decoracao;1;600;17;17;17;jales;5;18
3d503520eb17507d45dbf9880caaabb2;delivered;1;53.900;perfumaria;1;350;18;13;18;valinhos;4;15
3d5f2e0e1f5266ce5e7777980844b32c;delivered;5;93.000;moveis_decoracao;7;2850;40;5;44;santo andre;5;30
3d94fd645cdaacc8c9f0dc0a2a1f5166;delivered;5;414.000;beleza_saude;1;4600;34;9;34;braganca paulista;6;19
3db041dd46e9935752c691a2093799c2;delivered;1;79.900;informatica_acessorios;1;150;16;16;16;campinas;6;18
3dc0777d97733a1d066f5b781e91577f;delivered;4;95.000;pet_shop;6;1450;40;20;30;belo horizonte;10;21
3df8316d455121a515c6e5ddade41c27;delivered;5;59.990;esporte_lazer;5;500;27;15;20;santa barbara d'oeste;4;24
3e1936d3395c005c59d77d513d695a5a;delivered;5;130.000;construcao_ferramentas_construcao;1;2100;16;29;36;sao paulo;3;9
3e20cc612c0b6c72d47f94155517c88a;delivered;5;99.990;cool_stuff;1;1200;42;25;15;sao paulo;7;19
3e372219a8b57a6b38199e0b7ef1f3a9;delivered;5;17.900;eletronicos;1;100;22;8;12;maringa;5;20
3e56dfcfb42fdf18e90994a160174f77;delivered;4;19.700;informatica_acessorios;2;150;36;2;28;belo horizonte;5;41
3e6c4fc61dff0babb5fd4d370230a44d;delivered;4;159.040;moveis_decoracao;2;650;65;11;11;sao carlos;4;29
3e755805cff0d059a03620ca166e7e29;delivered;4;79.990;beleza_saude;3;250;22;10;18;santo andre;8;20
3ebb4ca6235d20086f31291c88f99623;delivered;5;34.990;telefonia;2;200;19;3;11;sao paulo;4;15
3ecf74559d3a57253b3024f4752e050b;delivered;5;169.900;perfumaria;1;532;19;17;17;petropolis;12;33
3ee73291305a46b3000317df81f7c1d6;delivered;1;84.000;utilidades_domesticas;1;1750;30;30;30;pedreira;6;19
3f71ee62eb5acdc9b5121f6d99901583;delivered;5;61.340;informatica_acessorios;1;250;50;5;20;belo horizonte;6;17
3f73914ab5fc1cd68ad6757c93644349;delivered;5;149.900;informatica_acessorios;1;533;22;11;20;recife;6;21
3f8375484a2a0b2a50d55054a81a0ce8;delivered;1;14.900;audio;2;167;16;4;11;sao paulo;6;33
3fad09fa54b5805911e6be87b7230e43;delivered;5;117.990;cama_mesa_banho;1;2550;45;13;35;ibitinga;4;16
3fb929ba2924ff0a47858efb007ceee1;delivered;5;75.000;moveis_decoracao;1;2550;30;35;30;sao paulo;6;16
3fd2952aae89e345a13f7a5ca0554245;delivered;5;99.900;relogios_presentes;3;584;16;11;13;ribeirao preto;4;18
400d1f8d4e12ea837cf39b6700cee263;delivered;5;12.950;eletronicos;1;190;22;12;16;sao paulo;4;23
40294ea5a778dc62080d6b3f55d361ce;delivered;5;69.900;cama_mesa_banho;1;850;45;15;25;ibitinga;6;19
4048b81e0de31798b68dcdb9bdf63bb0;delivered;1;159.000;moveis_decoracao;1;2750;50;50;16;sao paulo;4;23
4098652fe058fb06eb22b1159c5b39b6;delivered;5;58.900;esporte_lazer;1;1134;29;22;23;curitiba;9;23
40b106fc4843b980b73307d279e18126;delivered;5;59.900;ferramentas_jardim;2;1550;30;22;30;sao jose do rio preto;6;20
416de2c6a1230e4a5ed1e0b8b3e9c115;delivered;5;9.000;esporte_lazer;3;100;25;2;17;sorocaba;7;21
418e343cb83ada7758da2d5657e15ce2;delivered;1;120.000;esporte_lazer;1;2433;30;24;24;rio claro;2;15
419e567facf7251402348cc4080b121e;delivered;5;150.000;moveis_decoracao;1;1500;37;27;37;sao paulo;4;18
41adc7a9f772d3174a8f7700f212852e;delivered;5;301.000;instrumentos_musicais;2;1050;30;30;30;sao bernardo do campo;9;21
41bb142ffe3f1cc869c9036eaaf7e7dd;delivered;4;68.900;telefonia;1;150;18;6;12;sao ludgero;7;21
41e3459f55b302caeecc3c100eda791a;delivered;4;49.900;moveis_decoracao;1;500;50;5;30;santa barbara d'oeste;4;21
41f60ee2c98b4ab84844c7e1c28b2c3f;delivered;5;59.900;esporte_lazer;1;1200;42;12;43;braco do norte;2;23
4209ad469741bc0df8f87d74bb68b89e;delivered;2;89.900;cama_mesa_banho;1;1383;50;10;40;ibitinga;6;20
4219a80ab469e3fc9901437b73da3f75;delivered;5;35.000;eletrodomesticos;1;1500;65;8;38;praia grande;5;27
421dd01296e628c5d74f03cb679cd8a1;delivered;5;113.000;esporte_lazer;1;1625;29;21;21;ribeirao preto;5;34
42b019db7eb74e32f3d41f1139ce159c;delivered;1;1.880.000;automotivo;1;3300;42;19;25;recife;7;36
42b141ccb7c6d55d1fe3014bc4c9ba9a;delivered;5;449.000;utilidades_domesticas;1;10200;56;30;34;curitiba;8;33
42c3deb8333a26b38db2618f6c2ccd44;delivered;5;152.000;cool_stuff;2;1000;27;6;21;sao paulo;6;19
42d7a05a8e13b315d10ffe3d674c3b31;delivered;4;54.900;cama_mesa_banho;4;2150;50;10;40;poa;8;14
42efc85109c39bc0fa9b103fdd15f031;delivered;5;159.000;moveis_decoracao;1;2750;50;50;16;sao paulo;6;33
42efe873e1d493d3a3a0e4f9b8ed7bee;delivered;4;56.900;utilidades_domesticas;5;350;22;8;19;salto;5;24
43128ae907e356bb7cee854770fe5f42;delivered;4;95.000;pet_shop;8;2200;50;20;40;belo horizonte;6;25
431bc7d987a8637507a9ab576480e1a4;delivered;5;269.900;cama_mesa_banho;1;7800;40;15;35;ibitinga;7;23
43992f6d75ecc01ddd8c748b9362bc81;delivered;1;4.990;perfumaria;1;100;16;4;16;ribeirao preto;4;16
43ed40f6b3e8bda7c00755a84af0bf31;delivered;5;99.900;brinquedos;4;625;35;21;21;sao paulo;6;27
43eee56e2e379a2112a650c588059273;delivered;5;49.900;esporte_lazer;1;200;16;16;11;sao paulo;8;20
444001b21e55ff06012c0eef301be4df;delivered;5;2.999.900;esporte_lazer;8;7900;100;20;30;curitiba;7;16
44509c9f45e9df6d67221c39dfb74774;delivered;5;129.990;cool_stuff;1;1400;42;25;15;sao paulo;8;18
44600f9d4598160f07a04ce7ff35fa9c;delivered;5;349.900;moveis_escritorio;1;15450;58;28;58;mogi guacu;10;41
44a31fc90cfd6af0a84451550314c3c1;delivered;5;63.900;ferramentas_jardim;4;2900;58;26;28;sao paulo;4;24
44bb8c2ad3bb9c2bb3552a034eeffc4c;delivered;2;99.900;pet_shop;2;850;24;20;24;patos de minas;7;25
44d53f15929dee0ee3e806f5a5e34b92;delivered;5;219.900;esporte_lazer;1;1800;31;36;31;guara;6;20
452320c36b87359a53253b3100506dcc;delivered;5;17.680;beleza_saude;1;613;20;7;11;belo horizonte;4;12
455c675f1d46053b807394e3cb00e28e;delivered;4;311.950;esporte_lazer;2;7700;59;38;42;londrina;6;23
4564316d686dc211b70511906d579588;delivered;4;159.000;brinquedos;2;2900;54;41;25;serra negra;4;23
459488bd95ac30914032cc51df183618;delivered;5;99.000;informatica_acessorios;3;450;16;3;15;sao paulo;8;10
4596f0dd8cea85721cdc3cc235a75329;delivered;5;26.000;utilidades_domesticas;2;300;20;25;20;santos;6;13
45be10e8cf81db0d4056298fb211aec8;delivered;4;48.900;beleza_saude;1;1110;19;11;18;indaiatuba;9;13
45c40e9a3aa462f62d89a7fa1d833d3e;delivered;5;149.000;utilidades_domesticas;1;9900;61;31;31;baependi;6;29
45d856a39cb56fbbd0b62b4088780a15;delivered;4;299.990;utilidades_domesticas;3;10150;89;15;40;itajai;5;29
45f1234077a932db6000448e83cce574;delivered;5;52.990;NULL;;800;39;12;17;scao jose do rio pardo;7;22
4621ebdec2133aae27d355fc18707adf;delivered;5;19.900;consoles_games;4;150;16;12;12;dracena;7;24
4656b8ed41c17f6be05e911e211ecd8f;delivered;3;64.990;beleza_saude;1;400;19;12;13;sao luis;5;41
466d2de6d433bbeb0ea90b4116df6b43;delivered;5;122.990;beleza_saude;1;700;25;12;19;sao luis;16;29
46abf3ea0b2710ad41390fdb79c32d84;delivered;5;196.990;moveis_escritorio;1;12250;63;58;24;itaquaquecetuba;11;32
46bbfd645772dfa7bc83035076a4e95e;delivered;1;30.000;telefonia;2;250;16;12;14;sao paulo;7;11
46bfb3203befc211c0947d6081d17b73;delivered;5;129.990;cool_stuff;1;1400;42;25;15;sao paulo;7;16
46d19e7d88623e253e5c481f86a7c4a3;delivered;5;42.990;brinquedos;4;200;16;7;11;sao paulo;6;27
4707305091edd90fa7feef92089156e5;delivered;1;65.000;cool_stuff;1;300;16;19;15;brasilia;4;24
473100292097d80cc72500c474fa46e1;delivered;5;248.990;malas_acessorios;2;18050;75;20;50;sao paulo;8;28
47449c33a2de6713e32eba9ad1fd4ccd;delivered;4;99.000;informatica_acessorios;1;167;16;11;15;maringa;12;27
47596e3ae150e80dafad3a8ed270d036;delivered;4;1.299.900;pcs;4;2650;16;31;39;lauro de freitas;7;20
4775a9d5da4d7c1b0afbb38a32410e74;delivered;5;24.990;automotivo;2;50;17;4;17;atibaia;2;14
478d36a00f43db08149be2a4f6590ddf;delivered;4;139.900;utilidades_domesticas;1;3500;36;30;32;sao paulo;9;23
47b76d4753613e7fc50ad480035d0fe0;delivered;4;16.000;esporte_lazer;2;50;20;11;11;sao bernardo do campo;8;20
47c4764acf36fe2ed47d3f73aa812ee5;delivered;5;99.900;relogios_presentes;3;584;16;11;13;ribeirao preto;6;22
47fa745da38456df1e2195e3d8c5830b;delivered;5;99.900;moveis_decoracao;1;2500;40;10;30;curitiba;8;16
47fb67340ddf25b0925fe673a3ff14c1;delivered;4;15.990;papelaria;2;250;16;10;16;sao paulo;2;18
48473f056dbedf83a49b22fb0dd16805;delivered;3;86.990;brinquedos;3;2800;48;27;18;laranjal paulista;7;35
48524042d3c07435c8af70c7f4cb483f;delivered;1;79.900;informatica_acessorios;1;150;16;16;16;campinas;12;17
485d8767d19fdfb75652a75ffcc45955;delivered;3;50.000;eletroportateis;1;350;16;16;28;araguari;8;20
487cca4695ad1c114402f27f94f3f596;delivered;5;59.900;esporte_lazer;1;200;16;16;11;sao paulo;6;26
48869ca20e2ca762cd6bdd880c8ccae5;delivered;5;74.900;automotivo;1;2363;26;10;26;votorantim;7;19
4886b31d06a19ddb274d300e934f7e24;delivered;5;199.000;utilidades_domesticas;5;4750;61;12;38;sao carlos;8;20
48e081051465e203e965ac2a080b97d6;delivered;4;8.990;consoles_games;1;500;30;7;25;araguari;9;31
48f6b306202fd4087691a7e65e4d9bf4;delivered;3;48.900;malas_acessorios;1;1000;45;10;31;borda da mata;6;28
49520a7b95778eb6d1ef6466c26d7f3e;delivered;5;65.000;moveis_decoracao;1;1050;22;22;24;sao paulo;8;21
49860e4f8395383a34d1b209b8149650;delivered;1;294.000;cama_mesa_banho;1;5850;50;20;35;ibitinga;6;20
49b0f225dfa5b53d9848b415fec78c0f;delivered;5;109.990;pet_shop;4;6200;69;10;49;curitiba;4;24
49d719e3eda0882a35f3d3694cdef383;delivered;5;79.000;informatica_acessorios;1;207;17;12;13;maringa;12;27
4a147aab0f501b8d8a7215a4bb384677;delivered;5;49.900;informatica_acessorios;2;50;13;9;11;brasilia;4;30
4a3ee26dbf183679868310fcb72ade3d;delivered;1;104.000;moveis_decoracao;1;1600;35;8;35;sao paulo;6;25
4a90f8fee9ce5cb236c0a072d2321340;delivered;5;40.000;cama_mesa_banho;2;1100;50;12;12;curitiba;13;32
4abdf4481ee26a1fae266035ae8f1e75;delivered;5;149.990;informatica_acessorios;1;6550;20;20;20;ilicinea;11;19
4ada5d3230039ef88ede785ef9bf94d7;delivered;5;24.990;esporte_lazer;1;900;16;20;20;sao paulo;9;16
4adc024800c6047786510d0d8befe28c;delivered;5;79.000;eletronicos;1;1167;18;17;23;porto alegre;6;26
4ae27b71d52f5e00dfd42d7a2e555077;delivered;5;24.900;automotivo;2;150;20;6;17;sao paulo;7;25
4afe282231340c2f7641439c776d4d7b;delivered;5;87.990;brinquedos;6;950;35;6;25;sao caetano do sul;4;28
4b15dd3e036bb293b88fcfb0d977f0bb;delivered;5;129.000;eletroportateis;1;16900;37;65;37;jaboticabal;6;21
4b1aaea0a7bbbba11ffab8095f237aab;delivered;4;89.990;beleza_saude;3;250;22;10;18;santo andre;8;35
4b370f4811b9fc0e8e6ebc93d27b3f09;delivered;5;69.990;brinquedos;4;325;21;7;16;sao paulo;4;13
4b4cb89332259866626e8c9a1c87dc93;delivered;5;77.000;informatica_acessorios;1;138;16;13;14;maringa;12;29
4b9d46286f8df3f18c88fb20787e9a48;delivered;5;94.900;beleza_saude;1;210;17;9;12;carapicuiba;6;22
4b9faf2d94f9a46714f0e3ff02c632b6;delivered;5;49.900;beleza_saude;1;200;20;20;30;petropolis;8;27
4ba5b0ecd10c4a46a58493b5ab2547f6;delivered;2;179.000;cama_mesa_banho;4;3000;35;12;30;sao paulo;12;22
4bba8499777d189db9e28e2218b494ba;delivered;5;140.000;esporte_lazer;1;2920;25;24;22;florianopolis;5;26
4bc94a13b4dc1784656510293278f37b;delivered;5;16.990;automotivo;4;300;20;15;20;sao paulo;11;10
4be3f739d95775636100f3ce54c53b3d;delivered;4;119.990;cool_stuff;1;1500;50;40;30;sao paulo;4;31
4c005336534ec2765a6263e9af602580;delivered;4;18.900;eletronicos;1;133;18;11;14;maringa;4;25
4c0f1bafc8726f10261a3858445102c0;delivered;5;29.990;informatica_acessorios;1;350;28;10;37;sao paulo;4;10
4c17f5f788821ac21d106b6aeb8172c8;delivered;5;189.000;audio;1;6663;17;11;13;guariba;5;37
4c473561a45ac9ea4ccf3868ffb8a75f;delivered;5;27.900;ferramentas_jardim;3;575;16;13;14;rio grande;2;15
4c939e6eb734ee2da01c3121e72c968e;delivered;4;79.950;cool_stuff;6;1250;31;16;23;ibia;6;24
4c97fa3c4a495e70554cefb3e577a540;delivered;5;324.300;ferramentas_jardim;2;5775;35;32;32;piracicaba;6;24
4cb1244eb3e77c0e12d932664e701c7a;delivered;5;890.000;beleza_saude;1;30000;55;75;61;sao paulo;11;42
4ce59a5fd5fa96d31a122c62b18bba7e;delivered;4;119.940;moveis_escritorio;1;7433;57;68;31;itaquaquecetuba;16;37
4cf6666ea3fc90f75a2645a1b8c8e912;delivered;1;39.900;casa_construcao;5;550;17;26;17;salto;7;17
4d0874ad28b1abd8cc21539617c682e7;delivered;5;59.900;pet_shop;1;800;38;4;19;sao paulo;8;17
4d4ae97f5cc46bde57b948483d708382;delivered;3;99.900;fashion_calcados;4;750;22;12;33;penapolis;18;58
4d6219fd74e7e240fdab4166647da9e4;delivered;5;49.900;ferramentas_jardim;2;1750;37;22;40;sao jose do rio preto;9;26
4d8d1e44d46c3196581dd4cea41ffd3c;delivered;5;24.000;utilidades_domesticas;1;2700;30;20;30;sao paulo;6;6
4d9eff45b76a3430c48db20b912b26cf;delivered;5;229.900;esporte_lazer;1;1600;31;33;32;guara;6;18
4da242f7378a8efeec1c356138f91968;delivered;5;19.900;consoles_games;4;150;16;12;12;dracena;5;18
4dd401956fead1f84d0c456e113656ab;delivered;4;190.830;relogios_presentes;1;416;18;9;13;pradopolis;6;37
4dfd675aa7adbfc01a83301cc2b903c3;delivered;5;24.990;informatica_acessorios;1;150;18;6;14;sao paulo;4;13
4e18511741b7ba8896f192fae5858e0a;delivered;4;69.900;eletroportateis;3;895;24;14;15;itapevi;4;13
4e1e8db0e953c67349d27a4e72f45662;delivered;5;199.900;esporte_lazer;1;8100;30;80;30;sao paulo;8;31
4e7ce725dad4cb75352b5c9bded371be;delivered;5;99.900;fashion_bolsas_e_acessorios;6;200;16;9;11;sete lagoas;7;21
4ead38051a0b67663323b2e55a6b4e1b;delivered;5;139.900;cool_stuff;3;10225;19;11;11;santa rita do sapucai;4;31
4ef59f6c9b99e98d366046bec3b5184f;delivered;5;41.900;cama_mesa_banho;1;400;19;13;15;lajeado;4;26
4f1b7d2fcb9be63e9f52efd4e3ac8494;delivered;5;19.900;telefonia;1;100;20;20;20;sao paulo;4;36
4f2780a7b52df6417d4a1463e493b5b7;delivered;3;67.900;cama_mesa_banho;2;1100;33;9;38;ibitinga;4;25
4f2bc57335b3110cf1dfc15ae440e8cc;delivered;5;99.900;pet_shop;2;900;26;19;23;patos de minas;2;17
4f61d869140cff3702f89315b374380b;delivered;4;12.900;eletronicos;1;150;18;12;15;maringa;4;26
4fdc5421a5fb7eb10f16ffecbd76eae6;delivered;1;49.700;moveis_decoracao;3;1650;100;7;15;ibitinga;6;26
4feaecdf4544407df59daa77888f9f76;delivered;4;173.200;informatica_acessorios;4;500;16;16;16;cascavel;11;26
50159be3324818783d2662534eb31484;delivered;3;111.570;eletrodomesticos;1;3500;55;19;46;praia grande;5;23
5040f64d30c4bbfcf835e55e049bf82f;delivered;4;44.990;telefonia;5;300;17;4;12;sao paulo;10;32
505f890341880ff7158b09cabfd90ece;delivered;5;69.900;beleza_saude;1;2033;22;12;17;petropolis;4;29
509dcafaeae00d95a643eeafc89856d4;delivered;5;26.900;utilidades_domesticas;4;445;23;12;14;florianopolis;6;28
51092be67533bd176d0e52f3b0696229;delivered;5;109.900;relogios_presentes;1;350;19;13;13;sumare;6;29
